signal_time,candle_1_open,candle_1_high,candle_1_low,candle_1_close,candle_1_vol,candle_2_open,candle_2_high,candle_2_low,candle_2_close,candle_2_vol,candle_3_open,candle_3_high,candle_3_low,candle_3_close,candle_3_vol,entry_price,result,pnl_pct,candles_held
2025-09-01 07:15:00,108101.44,108128.0,108015.42,108064.75,67.14641,108064.76,108175.0,108001.0,108001.0,123.37589,108001.0,108444.0,107984.79,108436.12,186.27239,108436.12,SL,-0.5,1
2025-09-01 07:30:00,108064.76,108175.0,108001.0,108001.0,123.37589,108001.0,108444.0,107984.79,108436.12,186.27239,108436.12,108957.44,108433.35,108823.54,484.42044,108823.54,SL,-0.5,1
2025-09-01 07:45:00,108001.0,108444.0,107984.79,108436.12,186.27239,108436.12,108957.44,108433.35,108823.54,484.42044,108823.54,109432.99,108823.53,109432.99,531.89236,109432.99,TP,0.22,9
2025-09-01 08:00:00,108436.12,108957.44,108433.35,108823.54,484.42044,108823.54,109432.99,108823.53,109432.99,531.89236,109432.99,109820.02,109432.99,109514.48,580.06184,109514.48,TP,0.22,7
2025-09-01 08:15:00,108823.54,109432.99,108823.53,109432.99,531.89236,109432.99,109820.02,109432.99,109514.48,580.06184,109514.48,109738.0,109424.0,109439.48,318.34158,109439.48,TP,0.22,6
2025-09-01 08:30:00,109432.99,109820.02,109432.99,109514.48,580.06184,109514.48,109738.0,109424.0,109439.48,318.34158,109439.48,109615.77,109439.47,109586.94,125.43416,109586.94,TP,0.22,5
2025-09-01 08:45:00,109514.48,109738.0,109424.0,109439.48,318.34158,109439.48,109615.77,109439.47,109586.94,125.43416,109586.94,109693.37,109522.0,109590.0,79.91895,109590.0,TP,0.22,4
2025-09-01 09:00:00,109439.48,109615.77,109439.47,109586.94,125.43416,109586.94,109693.37,109522.0,109590.0,79.91895,109590.0,109800.0,109485.57,109800.0,122.53302,109799.99,TP,0.22,2
2025-09-01 09:15:00,109586.94,109693.37,109522.0,109590.0,79.91895,109590.0,109800.0,109485.57,109800.0,122.53302,109799.99,109811.22,109649.21,109699.99,94.20069,109700.0,TP,0.22,2
2025-09-01 09:30:00,109590.0,109800.0,109485.57,109800.0,122.53302,109799.99,109811.22,109649.21,109699.99,94.20069,109700.0,109912.4,109587.77,109812.0,160.02592,109811.99,TP,0.22,1
2025-09-01 09:45:00,109799.99,109811.22,109649.21,109699.99,94.20069,109700.0,109912.4,109587.77,109812.0,160.02592,109811.99,109836.0,109486.0,109524.12,136.74364,109524.13,TP,0.22,1
2025-09-01 10:00:00,109700.0,109912.4,109587.77,109812.0,160.02592,109811.99,109836.0,109486.0,109524.12,136.74364,109524.13,109535.32,109197.39,109216.98,196.92319,109216.99,TP,0.22,1
2025-09-01 10:15:00,109811.99,109836.0,109486.0,109524.12,136.74364,109524.13,109535.32,109197.39,109216.98,196.92319,109216.99,109261.97,108848.11,108859.99,213.50407,108860.0,TP,0.22,1
2025-09-01 10:30:00,109524.13,109535.32,109197.39,109216.98,196.92319,109216.99,109261.97,108848.11,108859.99,213.50407,108860.0,108883.99,108186.41,108345.12,349.6932,108345.11,SL,-0.5,5
2025-09-01 10:45:00,109216.99,109261.97,108848.11,108859.99,213.50407,108860.0,108883.99,108186.41,108345.12,349.6932,108345.11,108571.42,108229.18,108571.41,188.70732,108571.42,SL,-0.5,6
2025-09-01 11:00:00,108860.0,108883.99,108186.41,108345.12,349.6932,108345.11,108571.42,108229.18,108571.41,188.70732,108571.42,108718.63,108464.0,108591.09,162.95897,108591.09,SL,-0.5,5
2025-09-01 11:15:00,108345.11,108571.42,108229.18,108571.41,188.70732,108571.42,108718.63,108464.0,108591.09,162.95897,108591.09,108722.92,108539.6,108681.82,138.76977,108681.82,SL,-0.5,6
2025-09-01 11:30:00,108571.42,108718.63,108464.0,108591.09,162.95897,108591.09,108722.92,108539.6,108681.82,138.76977,108681.82,108699.98,108491.87,108506.0,108.4458,108505.99,SL,-0.5,3
2025-09-01 11:45:00,108591.09,108722.92,108539.6,108681.82,138.76977,108681.82,108699.98,108491.87,108506.0,108.4458,108505.99,108857.35,108505.99,108782.88,135.02913,108782.89,SL,-0.5,5
2025-09-01 12:00:00,108681.82,108699.98,108491.87,108506.0,108.4458,108505.99,108857.35,108505.99,108782.88,135.02913,108782.89,108934.32,108635.39,108904.93,189.00166,108904.93,SL,-0.5,4
2025-09-01 12:15:00,108505.99,108857.35,108505.99,108782.88,135.02913,108782.89,108934.32,108635.39,108904.93,189.00166,108904.93,108999.98,108784.03,108951.0,107.11759,108951.0,SL,-0.5,3
2025-09-01 12:30:00,108782.89,108934.32,108635.39,108904.93,189.00166,108904.93,108999.98,108784.03,108951.0,107.11759,108951.0,109165.47,108905.0,108966.67,223.41524,108966.68,SL,-0.5,2
2025-09-01 12:45:00,108904.93,108999.98,108784.03,108951.0,107.11759,108951.0,109165.47,108905.0,108966.67,223.41524,108966.68,109117.5,108932.95,109108.27,116.81071,109108.27,TP,0.22,6
2025-09-01 13:00:00,108951.0,109165.47,108905.0,108966.67,223.41524,108966.68,109117.5,108932.95,109108.27,116.81071,109108.27,109294.67,109049.69,109188.38,164.58374,109188.39,TP,0.22,2
2025-09-01 13:15:00,108966.68,109117.5,108932.95,109108.27,116.81071,109108.27,109294.67,109049.69,109188.38,164.58374,109188.39,109520.0,109094.26,109450.63,193.53195,109450.64,TP,0.22,1
2025-09-01 13:30:00,109108.27,109294.67,109049.69,109188.38,164.58374,109188.39,109520.0,109094.26,109450.63,193.53195,109450.64,109474.16,109115.51,109168.0,171.83096,109168.0,TP,0.22,3
2025-09-01 13:45:00,109188.39,109520.0,109094.26,109450.63,193.53195,109450.64,109474.16,109115.51,109168.0,171.83096,109168.0,109229.08,108936.44,109023.61,195.17641,109023.61,TP,0.22,5
2025-09-01 14:00:00,109450.64,109474.16,109115.51,109168.0,171.83096,109168.0,109229.08,108936.44,109023.61,195.17641,109023.61,109276.19,109020.14,109224.88,114.34773,109224.89,TP,0.22,1
2025-09-01 14:15:00,109168.0,109229.08,108936.44,109023.61,195.17641,109023.61,109276.19,109020.14,109224.88,114.34773,109224.89,109332.28,108980.0,109065.68,178.90222,109065.69,TP,0.22,3
2025-09-01 14:30:00,109023.61,109276.19,109020.14,109224.88,114.34773,109224.89,109332.28,108980.0,109065.68,178.90222,109065.69,109140.0,108824.82,109084.41,86.06012,109084.42,TP,0.22,2
2025-09-01 14:45:00,109224.89,109332.28,108980.0,109065.68,178.90222,109065.69,109140.0,108824.82,109084.41,86.06012,109084.42,109222.0,108855.58,109146.6,111.54425,109146.59,TP,0.22,1
2025-09-01 15:00:00,109065.69,109140.0,108824.82,109084.41,86.06012,109084.42,109222.0,108855.58,109146.6,111.54425,109146.59,109373.1,108980.0,109098.94,120.87107,109098.95,TP,0.22,1
2025-09-01 15:15:00,109084.42,109222.0,108855.58,109146.6,111.54425,109146.59,109373.1,108980.0,109098.94,120.87107,109098.95,109116.66,108650.01,108703.16,122.2435,108703.15,TP,0.22,6
2025-09-01 15:30:00,109146.59,109373.1,108980.0,109098.94,120.87107,109098.95,109116.66,108650.01,108703.16,122.2435,108703.15,108866.95,108601.47,108689.58,94.82834,108689.59,TP,0.22,5
2025-09-01 15:45:00,109098.95,109116.66,108650.01,108703.16,122.2435,108703.15,108866.95,108601.47,108689.58,94.82834,108689.59,108790.92,108566.0,108784.33,76.07964,108784.33,TP,0.22,4
2025-09-01 16:00:00,108703.15,108866.95,108601.47,108689.58,94.82834,108689.59,108790.92,108566.0,108784.33,76.07964,108784.33,109018.47,108653.09,109018.46,121.36196,109018.47,TP,0.22,1
2025-09-01 16:15:00,108689.59,108790.92,108566.0,108784.33,76.07964,108784.33,109018.47,108653.09,109018.46,121.36196,109018.47,109096.0,108912.79,108943.99,68.87083,108944.0,TP,0.22,2
2025-09-01 16:30:00,108784.33,109018.47,108653.09,109018.46,121.36196,109018.47,109096.0,108912.79,108943.99,68.87083,108944.0,109035.8,108774.0,108895.1,68.67376,108895.1,TP,0.22,1
2025-09-01 16:45:00,109018.47,109096.0,108912.79,108943.99,68.87083,108944.0,109035.8,108774.0,108895.1,68.67376,108895.1,108998.36,108706.0,108774.23,115.49946,108774.23,TP,0.22,1
2025-09-01 17:00:00,108944.0,109035.8,108774.0,108895.1,68.67376,108895.1,108998.36,108706.0,108774.23,115.49946,108774.23,108860.13,108391.3,108567.09,184.49374,108567.09,SL,-0.5,4
2025-09-01 17:15:00,108895.1,108998.36,108706.0,108774.23,115.49946,108774.23,108860.13,108391.3,108567.09,184.49374,108567.09,108696.38,108490.93,108624.46,142.57706,108624.45,SL,-0.5,3
2025-09-01 17:30:00,108774.23,108860.13,108391.3,108567.09,184.49374,108567.09,108696.38,108490.93,108624.46,142.57706,108624.45,108854.86,108515.36,108844.52,140.16452,108844.52,TP,0.22,11
2025-09-01 17:45:00,108567.09,108696.38,108490.93,108624.46,142.57706,108624.45,108854.86,108515.36,108844.52,140.16452,108844.52,108953.82,108736.23,108927.61,103.65322,108927.61,TP,0.22,10
2025-09-01 18:00:00,108624.45,108854.86,108515.36,108844.52,140.16452,108844.52,108953.82,108736.23,108927.61,103.65322,108927.61,109073.42,108921.17,109073.42,85.9809,109073.42,TP,0.22,9
2025-09-01 18:15:00,108844.52,108953.82,108736.23,108927.61,103.65322,108927.61,109073.42,108921.17,109073.42,85.9809,109073.42,109200.0,109009.32,109173.88,92.77991,109173.88,TP,0.22,8
2025-09-01 18:30:00,108927.61,109073.42,108921.17,109073.42,85.9809,109073.42,109200.0,109009.32,109173.88,92.77991,109173.88,109214.0,109004.0,109139.9,71.09486,109139.89,TP,0.22,7
2025-09-01 18:45:00,109073.42,109200.0,109009.32,109173.88,92.77991,109173.88,109214.0,109004.0,109139.9,71.09486,109139.89,109267.22,109139.89,109240.0,96.25101,109240.0,TP,0.22,6
2025-09-01 19:00:00,109173.88,109214.0,109004.0,109139.9,71.09486,109139.89,109267.22,109139.89,109240.0,96.25101,109240.0,109300.0,109182.81,109207.61,79.02878,109207.61,TP,0.22,5
2025-09-01 19:15:00,109139.89,109267.22,109139.89,109240.0,96.25101,109240.0,109300.0,109182.81,109207.61,79.02878,109207.61,109326.22,109169.67,109174.53,78.48953,109174.53,TP,0.22,4
2025-09-01 19:30:00,109240.0,109300.0,109182.81,109207.61,79.02878,109207.61,109326.22,109169.67,109174.53,78.48953,109174.53,109329.65,109160.27,109263.08,53.25951,109263.08,TP,0.22,2
2025-09-01 19:45:00,109207.61,109326.22,109169.67,109174.53,78.48953,109174.53,109329.65,109160.27,109263.08,53.25951,109263.08,109267.99,109167.26,109217.64,50.97144,109217.65,TP,0.22,2
2025-09-01 20:00:00,109174.53,109329.65,109160.27,109263.08,53.25951,109263.08,109267.99,109167.26,109217.64,50.97144,109217.65,109217.65,109055.9,109100.64,64.44373,109100.64,TP,0.22,1
2025-09-01 20:15:00,109263.08,109267.99,109167.26,109217.64,50.97144,109217.65,109217.65,109055.9,109100.64,64.44373,109100.64,109110.09,109008.81,109082.01,43.38775,109082.01,TP,0.22,1
2025-09-01 20:30:00,109217.65,109217.65,109055.9,109100.64,64.44373,109100.64,109110.09,109008.81,109082.01,43.38775,109082.01,109088.33,108472.99,108472.99,276.21172,108473.0,TP,0.22,2
2025-09-01 20:45:00,109100.64,109110.09,109008.81,109082.01,43.38775,109082.01,109088.33,108472.99,108472.99,276.21172,108473.0,108877.39,108284.0,108877.38,489.48702,108877.39,TP,0.22,1
2025-09-01 21:00:00,109082.01,109088.33,108472.99,108472.99,276.21172,108473.0,108877.39,108284.0,108877.38,489.48702,108877.39,108939.42,108430.0,108433.54,211.65625,108433.54,TP,0.22,1
2025-09-01 21:15:00,108473.0,108877.39,108284.0,108877.38,489.48702,108877.39,108939.42,108430.0,108433.54,211.65625,108433.54,108568.0,108098.51,108112.74,188.90763,108112.74,TP,0.22,1
2025-09-01 21:30:00,108877.39,108939.42,108430.0,108433.54,211.65625,108433.54,108568.0,108098.51,108112.74,188.90763,108112.74,108112.74,107459.49,107595.62,303.47393,107595.63,SL,-0.5,2
2025-09-01 21:45:00,108433.54,108568.0,108098.51,108112.74,188.90763,108112.74,108112.74,107459.49,107595.62,303.47393,107595.63,107818.0,107503.53,107800.8,213.87461,107800.8,SL,-0.5,3
2025-09-01 22:00:00,108112.74,108112.74,107459.49,107595.62,303.47393,107595.63,107818.0,107503.53,107800.8,213.87461,107800.8,107977.71,107588.01,107916.11,195.77594,107916.1,SL,-0.5,2
2025-09-01 22:15:00,107595.63,107818.0,107503.53,107800.8,213.87461,107800.8,107977.71,107588.01,107916.11,195.77594,107916.1,108214.4,107904.01,108043.99,131.20491,108044.0,SL,-0.5,2
2025-09-01 22:30:00,107800.8,107977.71,107588.01,107916.11,195.77594,107916.1,108214.4,107904.01,108043.99,131.20491,108044.0,108209.57,107948.12,108056.0,102.4001,108055.99,SL,-0.5,1
2025-09-01 22:45:00,107916.1,108214.4,107904.01,108043.99,131.20491,108044.0,108209.57,107948.12,108056.0,102.4001,108055.99,108500.04,108040.07,108444.96,88.38799,108444.96,SL,-0.5,2
2025-09-01 23:00:00,108044.0,108209.57,107948.12,108056.0,102.4001,108055.99,108500.04,108040.07,108444.96,88.38799,108444.96,108773.69,108428.45,108758.0,167.39159,108758.0,SL,-0.5,2
2025-09-01 23:15:00,108055.99,108500.04,108040.07,108444.96,88.38799,108444.96,108773.69,108428.45,108758.0,167.39159,108758.0,108800.0,108607.48,108800.0,81.29746,108799.99,SL,-0.5,1
2025-09-01 23:30:00,108444.96,108773.69,108428.45,108758.0,167.39159,108758.0,108800.0,108607.48,108800.0,81.29746,108799.99,109139.77,108680.0,109120.01,189.59415,109120.0,SL,-0.5,11
2025-09-01 23:45:00,108758.0,108800.0,108607.48,108800.0,81.29746,108799.99,109139.77,108680.0,109120.01,189.59415,109120.0,109442.95,109104.2,109237.42,264.80677,109237.43,TP,0.22,2
2025-09-02 00:00:00,108799.99,109139.77,108680.0,109120.01,189.59415,109120.0,109442.95,109104.2,109237.42,264.80677,109237.43,109269.95,109052.95,109092.0,133.56172,109092.01,SL,-0.5,9
2025-09-02 00:15:00,109120.0,109442.95,109104.2,109237.42,264.80677,109237.43,109269.95,109052.95,109092.0,133.56172,109092.01,109337.64,109030.17,109030.17,155.4343,109030.16,SL,-0.5,5
2025-09-02 00:30:00,109237.43,109269.95,109052.95,109092.0,133.56172,109092.01,109337.64,109030.17,109030.17,155.4343,109030.16,109108.97,108888.0,108888.0,189.48973,108888.01,SL,-0.5,3
2025-09-02 00:45:00,109092.01,109337.64,109030.17,109030.17,155.4343,109030.16,109108.97,108888.0,108888.0,189.48973,108888.01,109118.18,108883.8,109040.36,73.62132,109040.36,SL,-0.5,3
2025-09-02 01:00:00,109030.16,109108.97,108888.0,108888.0,189.48973,108888.01,109118.18,108883.8,109040.36,73.62132,109040.36,109264.0,109021.01,109208.0,104.73282,109208.0,SL,-0.5,6
2025-09-02 01:15:00,108888.01,109118.18,108883.8,109040.36,73.62132,109040.36,109264.0,109021.01,109208.0,104.73282,109208.0,109267.09,109060.0,109208.0,90.26701,109208.0,SL,-0.5,5
2025-09-02 01:30:00,109040.36,109264.0,109021.01,109208.0,104.73282,109208.0,109267.09,109060.0,109208.0,90.26701,109208.0,109540.98,108993.0,109484.94,183.10202,109484.94,TP,0.22,2
2025-09-02 01:45:00,109208.0,109267.09,109060.0,109208.0,90.26701,109208.0,109540.98,108993.0,109484.94,183.10202,109484.94,109611.11,109313.0,109313.0,238.47486,109313.0,SL,-0.5,3
2025-09-02 02:00:00,109208.0,109540.98,108993.0,109484.94,183.10202,109484.94,109611.11,109313.0,109313.0,238.47486,109313.0,109535.96,109290.97,109356.0,155.34258,109356.01,SL,-0.5,2
2025-09-02 02:15:00,109484.94,109611.11,109313.0,109313.0,238.47486,109313.0,109535.96,109290.97,109356.0,155.34258,109356.01,109606.0,109171.78,109523.64,186.17391,109523.65,SL,-0.5,1
2025-09-02 02:30:00,109313.0,109535.96,109290.97,109356.0,155.34258,109356.01,109606.0,109171.78,109523.64,186.17391,109523.65,109672.0,109452.16,109629.65,163.73357,109629.65,SL,-0.5,1
2025-09-02 02:45:00,109356.01,109606.0,109171.78,109523.64,186.17391,109523.65,109672.0,109452.16,109629.65,163.73357,109629.65,110272.06,109611.74,110246.01,575.89026,110246.0,TP,0.22,19
2025-09-02 03:00:00,109523.65,109672.0,109452.16,109629.65,163.73357,109629.65,110272.06,109611.74,110246.01,575.89026,110246.0,110433.0,110060.12,110370.53,355.46485,110370.52,TP,0.22,1
2025-09-02 03:15:00,109629.65,110272.06,109611.74,110246.01,575.89026,110246.0,110433.0,110060.12,110370.53,355.46485,110370.52,110623.97,110128.0,110160.05,242.68717,110160.04,SL,-0.5,21
2025-09-02 03:30:00,110246.0,110433.0,110060.12,110370.53,355.46485,110370.52,110623.97,110128.0,110160.05,242.68717,110160.04,110416.24,110120.38,110323.78,176.14076,110323.78,TP,0.22,5
2025-09-02 03:45:00,110370.52,110623.97,110128.0,110160.05,242.68717,110160.04,110416.24,110120.38,110323.78,176.14076,110323.78,110500.0,110283.78,110322.18,141.9032,110322.19,TP,0.22,4
2025-09-02 04:00:00,110160.04,110416.24,110120.38,110323.78,176.14076,110323.78,110500.0,110283.78,110322.18,141.9032,110322.19,110360.0,110218.14,110360.0,105.63117,110359.99,TP,0.22,3
2025-09-02 04:15:00,110323.78,110500.0,110283.78,110322.18,141.9032,110322.19,110360.0,110218.14,110360.0,105.63117,110359.99,110420.0,110246.31,110314.0,125.25953,110314.01,TP,0.22,2
2025-09-02 04:30:00,110322.19,110360.0,110218.14,110360.0,105.63117,110359.99,110420.0,110246.31,110314.0,125.25953,110314.01,110365.8,110167.53,110224.53,124.37832,110224.53,TP,0.22,26
2025-09-02 04:45:00,110359.99,110420.0,110246.31,110314.0,125.25953,110314.01,110365.8,110167.53,110224.53,124.37832,110224.53,110322.34,110143.62,110310.56,137.21247,110310.56,TP,0.22,11
2025-09-02 05:00:00,110314.01,110365.8,110167.53,110224.53,124.37832,110224.53,110322.34,110143.62,110310.56,137.21247,110310.56,110337.06,110045.01,110180.0,108.30412,110180.0,TP,0.22,24
2025-09-02 05:15:00,110224.53,110322.34,110143.62,110310.56,137.21247,110310.56,110337.06,110045.01,110180.0,108.30412,110180.0,110264.54,110099.6,110145.14,85.29121,110145.14,SL,-0.5,13
2025-09-02 05:30:00,110310.56,110337.06,110045.01,110180.0,108.30412,110180.0,110264.54,110099.6,110145.14,85.29121,110145.14,110204.4,110113.24,110124.01,78.01256,110124.01,SL,-0.5,12
2025-09-02 05:45:00,110180.0,110264.54,110099.6,110145.14,85.29121,110145.14,110204.4,110113.24,110124.01,78.01256,110124.01,110311.03,110124.0,110209.32,87.74674,110209.33,TP,0.22,21
2025-09-02 06:00:00,110145.14,110204.4,110113.24,110124.01,78.01256,110124.01,110311.03,110124.0,110209.32,87.74674,110209.33,110398.69,110173.96,110359.99,184.6204,110359.99,TP,0.22,6
2025-09-02 06:15:00,110124.01,110311.03,110124.0,110209.32,87.74674,110209.33,110398.69,110173.96,110359.99,184.6204,110359.99,110488.61,110338.95,110446.02,106.78201,110446.01,TP,0.22,2
2025-09-02 06:30:00,110209.33,110398.69,110173.96,110359.99,184.6204,110359.99,110488.61,110338.95,110446.02,106.78201,110446.01,110610.5,110416.41,110424.04,181.8646,110424.03,TP,0.22,1
2025-09-02 06:45:00,110359.99,110488.61,110338.95,110446.02,106.78201,110446.01,110610.5,110416.41,110424.04,181.8646,110424.03,110486.49,110339.0,110376.63,123.12905,110376.63,TP,0.22,3
2025-09-02 07:00:00,110446.01,110610.5,110416.41,110424.04,181.8646,110424.03,110486.49,110339.0,110376.63,123.12905,110376.63,110380.0,110170.0,110176.91,100.97796,110176.92,TP,0.22,16
2025-09-02 07:15:00,110424.03,110486.49,110339.0,110376.63,123.12905,110376.63,110380.0,110170.0,110176.91,100.97796,110176.92,110304.0,110160.9,110246.01,101.63888,110246.0,TP,0.22,1
2025-09-02 07:30:00,110376.63,110380.0,110170.0,110176.91,100.97796,110176.92,110304.0,110160.9,110246.01,101.63888,110246.0,110300.0,110140.0,110268.01,113.25152,110268.0,TP,0.22,14
2025-09-02 07:45:00,110176.92,110304.0,110160.9,110246.01,101.63888,110246.0,110300.0,110140.0,110268.01,113.25152,110268.0,110400.0,110000.0,110233.92,188.61554,110233.91,TP,0.22,13
2025-09-02 08:00:00,110246.0,110300.0,110140.0,110268.01,113.25152,110268.0,110400.0,110000.0,110233.92,188.61554,110233.91,110359.99,110052.27,110052.28,146.23345,110052.28,SL,-0.5,2
2025-09-02 08:15:00,110268.0,110400.0,110000.0,110233.92,188.61554,110233.91,110359.99,110052.27,110052.28,146.23345,110052.28,110335.99,110052.27,110306.95,88.83887,110306.94,TP,0.22,11
2025-09-02 08:30:00,110233.91,110359.99,110052.27,110052.28,146.23345,110052.28,110335.99,110052.27,110306.95,88.83887,110306.94,110555.55,110108.96,110510.45,133.23838,110510.45,TP,0.22,3
2025-09-02 08:45:00,110052.28,110335.99,110052.27,110306.95,88.83887,110306.94,110555.55,110108.96,110510.45,133.23838,110510.45,110711.1,110340.64,110360.0,188.72557,110360.01,TP,0.22,8
2025-09-02 09:00:00,110306.94,110555.55,110108.96,110510.45,133.23838,110510.45,110711.1,110340.64,110360.0,188.72557,110360.01,110699.58,110271.15,110603.15,135.6781,110603.16,TP,0.22,1
2025-09-02 09:15:00,110510.45,110711.1,110340.64,110360.0,188.72557,110360.01,110699.58,110271.15,110603.15,135.6781,110603.16,110671.04,110322.29,110322.29,109.04299,110322.28,TP,0.22,7
2025-09-02 09:30:00,110360.01,110699.58,110271.15,110603.15,135.6781,110603.16,110671.04,110322.29,110322.29,109.04299,110322.28,110447.43,110256.94,110391.45,87.46055,110391.45,TP,0.22,4
2025-09-02 09:45:00,110603.16,110671.04,110322.29,110322.29,109.04299,110322.28,110447.43,110256.94,110391.45,87.46055,110391.45,110450.56,110301.2,110450.56,144.37032,110450.56,TP,0.22,2
